Document Name,Clause No.,Clause from Loan Agreement,Notes (not a tag),Tag 1: Applicability,Tag 2: Area,Tag 3: Covenant Type,Tag 4: Covenant Title Tag,Tag 5: Covenant Description/ Sub tags,Tag 6: User Defined(256 characters only),Backup Document,Compliance Frequency,Start Date,Submission Period,End Date,Threshold,Priority,Event
Facility Agreement,18.3,"18.3.	The Borrower shall at all times during the currency of the Facility maintain Total Debt to EBIDTA ratio of less than or equal to 3.5:1.

For the purpose of this Agreement:

(i)	EBIDTA= Total operating income -Total operatin xpenses;
 
(ii)	Total Debt= Working capital loan + Short term debt+ Long term debt;

(iii)	Total Shareholder's Funds = Share capital + Total reserves + Long term loan from the Promoters - intangible assets/ miscellaneous expenditure - revaluation reserves - deferred tax asset (net).",,Full Lifecycle,Financial,Financial - Informative,Ratios,Debt/EBITDA,,Financial Ration Computations,Annually,30/09/12,,,3.5,,
Facility Agreement,19.2,"19.2.	Compliance with laws

The Borrower shall comply in all respects with all laws to which it may be subject, if failure so to comply would materially impair its ability to perform its obligations under the Finance Documents.",,Full Lifecycle,Legal,Non Financial - Affirmative,Management Confirmation,Compliance With Applicable Law,,Official Documents,Quarterly,26/11/11,,,,,
Facility Agreement,19.3,"19.3.	Pari passu ranking

The Borrower shall ensure that its payment obligations under the Finance Documents rank and continue to rank at least pari passu with the claims of all of its other unsecured facilities and unsecured indebtnedness, except for obligations mandatorily preferred by law applying to companies generally.",,Full Lifecycle,Legal,Non Financial - Affirmative,Management Confirmation,Security Priority,,Management Confirmation(s),Quarterly,26/11/11,,,,,
Facility Agreement,19.4,"19.4.	Negative pledge

(a)	The Borrower shall not create or permit to subsist any Security over any of its assets unless otherwise permitted under the Finance Documents.",,Full Lifecycle,Security,Non Financial - Negative,Security Related,Pledge,,Official Documents,Quarterly,26/11/11,,,,,
Facility Agreement,19.5,"19.5.	Disposals

(a)	Without prior written approval of the Lenders, the Borrower shall not enter into a single transaction or a series of transactions (whether related or not) and whether voluntary or involuntary to sell, lease, transfer, acquire or otherwise dispose of any asset beyond a sum of Rs 10,00,000.

(b)	The Borrower shall not enter into any amalgamation, demerger, merger or corporate reconstruction.",,Full Lifecycle,Financial,Financial - Negative,Cash Flow Statement,Asset Disposal,,Cash Flow Statements,Quarterly,26/11/11,,,,,
Facility Agreement,19.5,"19.5.	Disposals

(a)	Without prior written approval of the Lenders, the Borrower shall not enter into a single transaction or a series of transactions (whether related or not) and whether voluntary or involuntary to sell, lease, transfer, acquire or otherwise dispose of any asset beyond a sum of Rs 10,00,000.

(b)	The Borrower shall not enter into any amalgamation, demerger, merger or corporate reconstruction.",,Full Lifecycle,Financial,Financial - Negative,Management Representation And Undertakings,"Amalgamation, Corporate Restructuring",,Official documents,Quarterly,26/11/11,,,,,
Facility Agreement,19.6,"19.6.	Security

(a)	The Borrower shall ensure that any Transaction Security expressed to be created by it or (as the case may be) expressed to have been created by it and to be evidenced in, any Security Document remains in full force and effect with the ranking and priority it is expressed to have.

(b)	The Borrower shall not do or omit to do anything or knowingly permit or cause anything
to be done or omitted to be done which would or could adversely affect any Transaction Security.",,Full Lifecycle,Security,Non Financial - Negative,Management Confirmation,"Security Creation, Security Perfection",,Management Confirmation(s),Quarterly,26/11/11,,,,,
Facility Agreement,19.8,"(a)	Borrower shall at all times during the currency of the Facility, at its own cost, keep its properties constituting the Transaction Security at least 110% insured against such risks and for such amounts and for such period and forms as is taken by other companies in similar business (""Insurance""), with the insurance policies endorsed in favor of the Security Trustee as a loss payee, with such insurance company or companies of repute.",,Full Lifecycle,Financial,Financial -Affirmative,Insurance,"Insurance Policy, Insurance Adequacy Certificate",,Insurance Adequacy Certificate,Quarterly,26/11/11,,,110%,,
Facility Agreement,19.8,"(b)	The Borrower agrees that in addition to Insurance it shall arrange for insurance cover in respect of standing charges and loss or profit in business.

(c)	The Borrower shall, promptly upon receipt, provide certified copies to the Agent of all Insurances taken out pursuant to this Agreement.

(d)	The Borrower shall ensure that each of the Insurances required to be obtained pursuant to this Agreement is on terms and conditions which are reasonably satisfactory to the Agent.

(e)	The Borrower shall ensure that the Agent shall be given reasonable opportunity to review and approve, at the Borrower's cost and expense, the renewal of or changes to any Insurances (if applicable).

(f)	The Borrower shall, punctually pay all premiums, and all cost and expenses and other sums due in respect of the Insurances and, upon the request of the Agent from time to time, provide evidence of the payment of such premiums to the Agent.

(g)	The Borrower shall promptly notify the relevant Insurer of any claims under the Insurances and diligently pursue any claims under the Insurances, and promptly notify the Agent of the same.

(h)	The Borrower shall comply with all terms and warranties under the Insurances.

(i)	The Borrower shall not do or omit to do, or permit to be done or not done, anything which might prejudice rights of the Borrower or the Security Trustee as an insured, a loss payee or an additional insured to claim or recover under any of the Insurances.

(j)	The Borrower shall not vary, rescind, terminate, cancel or cause any of the Insurances to be varied, rescinded, terminated or cancelled.

(k)	The Borrower shall not create or attempt to create or permit to arise or exist any Security over the Insurances except as permitted under the Finance Documents.",,Full Lifecycle,Financial,Financial -Affirmative,Insurance,Insurance Policy,,Insurance Policy,Quarterly,26/11/11,,,,,
Facility Agreement,19.9,"19.9.	Credit Rating

The Borrower shall get this Facility rated by Credit Rating Agency at its own cost within a period of 180 (one hundred and eighty) days from the first Utilisation date, where it shall obtain a minimum credit rating of investment grade not less than ""BBB"" category and thereafter at annual intervals and submit a copy of such rating to the Agent.",,Full Lifecycle,Financial,Financial -Affirmative,Credit Rating,Credit Rating,,Rating Reports,One Time,First Utilisation Date,180,First Utilisation Date + 180,,,
Facility Agreement,19.9,"19.9.	Credit Rating

The Borrower shall get this Facility rated by Credit Rating Agency at its own cost within a period of 180 (one hundred and eighty) days from the first Utilisation date, where it shall obtain a minimum credit rating of investment grade not less than ""BBB"" category and thereafter at annual intervals and submit a copy of such rating to the Agent.",,Full Lifecycle,Financial,Financial -Affirmative,Credit Rating,Credit Rating,,Rating Reports,Annually,One Year from 1st Rating,,,,,
Facility Agreement,19.1,"19.10.	Nominee Directors

The Borrower shall within 90 (ninety) days from the date of this Agreement take all corporate and other actions to effectuate the right of the Lenders to appoint 2 (two) nominee directors on the Board (including, without limitation, amending the Borrower's Articles of Association) on the following terms and conditions:

(i)	the nominee director(s) shall be appointed in the Event of Default.

(ii)	the nominee director(s) shall be entitled to share with the Lenders from time to time any non-public information received by them in their capacity as a nominee directors in order to permit open communication with and among the nominee directors and the Lenders. The nominee director(s) shall also be entitled to provide to the Lenders, reports of any proceedings/meetings of the Board or committees thereof.

(iii)	the nominee director(s) shall neither be required to hold qualifying shares nor be liable to retire by rotation.

(iv)	the nominee director(s) shall be entitled to all the rights, privileges and indemnities of other directors of the Borrower, including the sitting fees and expenses as are payable by the Borrower to the other directors, but if any other fees, commission, moneys or remuneration in any form is payable by the Borrower to the nominee directors in their capacity as directors, such other fees, commission, moneys and remuneration in relation to such nominee director(s) shall accrue to the Lenders and the same shall accordingly be paid by the Borrower directly to the Lenders.

(v)	the nominee director(s) shall be appointed as member of all the committees of the Board, if so required by the Lenders.

(vi)	all expenditure incurred by the nominee director(s) or the Lenders in connection with such appointment or directorship or arising through performance of duties as nominee director(s) shall be borne by the Borrower.

(vii)	the nominee director(s) shall be entitled to receive all notices, agendas and other information provided to the directors and to .attend all meetings of the Borrower, meetings of the Board and meetings of any committees of the Board of which the nominee director(s) are members. If at any time any nominee director is not able to attend a meeting of the Board or any committee of which such nominee director is a member, the Agent may designate an observer to attend such meeting. All expenses incurred by the Agent in this regard shall be borne by the Borrower.",,Full Lifecycle,Legal,Non Financial - Affirmative,KMP Appointment,Nominee Director,,Appointment Letters,One Time,26/11/11,90,,,,
Facility Agreement,19.12,"19.12.	Management

Unless otherwise approved by the Lenders in writing, the Borrower shall not make any changes to the composition of its management or policies governing the management of the business of the Borrower.",,Full Lifecycle,Informative,Non Financial - Negative,Management Representation And Undertakings,Reorganisation,,Official documents,Quarterly,26/11/11,,,,,
Facility Agreement,19.15,"19.15.	Repayment to the Promoters

The Borrower shall not pay any debt to the Promoters •during the continuance of the Facility. Any debt provided by the Promoters to the Borrower shall be subservient to the Facility under this Agreement. Prior approval of the Lenders shall be obtained before making any payment to the Promoters.",,Full Lifecycle,Financial,Financial - Negative,Cash Flow Statement,Restricted Payments,,"Cash Flow Statements, Management Confirmation",Quarterly,26/11/11,,,,,
Facility Agreement,19.15,"19.16.	Dividend

The Borrower shall not declare or pay any dividend for the financial years 2009-10, 2010-11 and 2011-12 without prior written approval of the Agent/Lenders under the Facility.",,Full Lifecycle,Financial,Financial - Negative,Cash Flow Statement,Restricted Payments,,"Management Confirmation, Cash Flow Statements",Quarterly,26/11/11,,,,,
Facility Agreement,19.17,(iii) month-wise sale and traffic/container volume data on quarterly basis within 30 days of end of each quarter,,Full Lifecycle,Financial,Financial - Informative,Operational Documents,Operational MIS,,MIS,Quarterly,26/11/11,,,,,
Facility Agreement,19.19,"19.19.	Wilful Defaulter

The Borrower shall not induct any person as its director or otherwise into its senior management if such person is a director on the board of any company which has been identified as a wilful defaulter. In case a person already being on the Board or senior management of the Borrower is found to be director of a Company identified as wilful defaulter, the Borrower shall take immediate, effective and expeditious steps for removal of such person from its Board and/or senior management as the case may be.",,Full Lifecycle,Legal,Non Financial - Negative,Management Confirmation,"No Default, No Litigation",,Official Documents,Quarterly,26/11/11,,,,,
Facility Agreement,"Sch 2, Part 1 (1)","(a)	A copy of the constitutional documents of the Borrower.",,Pre-Disbursement (CP),Informative,Non Financial - Informative,Statutory Documents,"MoA, AoA",PDC(1),"AoA, MoA",One Time,26/11/11,,,,,
Facility Agreement,"Sch 2, Part 1 (1)","(b)	A copy of a resolution of the board of directors of the Borrower:

(i)	approving the terms of, and the transactions contemplated by the Finance Documents to which it is a party and resolving that it execute the Finance Documents to which it is a party;

(ii)	authorising a specified person or persons to execute the Finance Documents to which it is a party on its behalf;

(iii)	authorising a specified person or persons, on its behalf, to sign and/or despatch all documents and notices (including, if relevant, any Utilisation Request) to be signed and/or despatched by it under or in connection with the Finance Documents to which it is a party.",,Pre-Disbursement (CP),Legal,Non Financial - Affirmative,Confirmation Documents,Board Resolution,PDC(1),Board Resolution,One Time,26/11/11,,,,,
Facility Agreement,"Sch 2, Part 1 (1)","(c)	A specimen of the signature of each person authorised by the resolution referred to in paragraph (b) above along with attestation duly verified by an existing banker of the Borrower.",,Pre-Disbursement (CP),Informative,Non Financial - Informative,Certificate,Specimen Signature Certificate,PDC(1),Signature Specimen,One Time,26/11/11,,,,,
Facility Agreement,"Sch 2, Part 1 (1)","(d)	A specimen of the signature of each of the Guarantors along with attestation duly verified by their existing banker",,Pre-Disbursement (CP),Informative,Non Financial - Informative,Certificate,Specimen Signature Certificate,PDC(1),Signature Specimen,One Time,26/11/11,,,,,
Facility Agreement,"Sch 2, Part 1 (1)","(e)	A copy of a resolution passed at a general meeting of the shareholders of the Borrower under, and in accordance with, Section 293(1) (a ) & (d) of the Companies Act, 1956, approving the limit up to which the Borrower may avail borrowings and creation of security pursuant to such borrowing.",,Pre-Disbursement (CP),Legal,Non Financial - Affirmative,Confirmation Documents,Shareholder Resolution,PDC(1),Shareholder Resolution,One Time,26/11/11,,,,,
Facility Agreement,"Sch 2, Part 1 (1)","(f)	A certificate from the Borrower (signed by the auditor/chartered accountant) confirming that borrowing or securing, as appropriate, the Total Commitments would not cause any borrowing, security or similar limit.binding on it to be exceeded.",,Pre-Disbursement (CP),Financial,Financial - Informative,Certificate,CA Certificate,PDC(1),CA Certificate,One Time,26/11/11,,,,,
Facility Agreement,"Sch 2, Part 1 (1)","(g)	A certificate of an authorised signatory of the relevant Borrower certifying that each copy document relating to it specified in this Schedule 2 is correct, complete and in full force and effect as at a date no earlier than the date of this Agreement.",,Pre-Disbursement (CP),Financial,Financial - Informative,Management Confirmation,Certificate by Authorized Officer,PDC(1),Certificate from Authorized Officer,One Time,26/11/11,,,,,
Facility Agreement,"Sch 2, Part 1 (2)","2.	Finance Documents

(a)	A duly executed copy of this Agreement

(b)	A duly executed copy of Borrower Hypothecation

(c)	Completion of the Borrower Mortgage to the satisfaction of the Agent
(d)	A duly executed copy of Share Pledge Agreement

(e)	A duly executed copy of Non-Disposal Undertaking and Power of Attorney

(f)	A duly executed copy of Promoters Guarantee",,Pre-Disbursement (CP),Legal,Financial -Affirmative,Management Confirmation,Transaction Documents,PDC(1),Official Documents,One Time,26/11/11,,,,,
Facility Agreement,"Sch 2, Part 1 (3)","(a)	All notices required to be sent under the Security Documents duly acknowledged by the addressee.",,Pre-Disbursement (CP),Security,Non Financial - Affirmative,Management Confirmation,Other Document,PDC(1),Official Documents,One Time,26/11/11,,,,,
Facility Agreement,"Sch 2, Part 1 (3)","
(b)	Evidence that all formalities, filings, registrations, etc. (including the Filing of Forms 8 (in the prescribed form) with the Indian Registrar of Companies) that are required to be complied with in relation to the Security Documents and all stamp, registration duties
and charges that are required to be paid in connection therewith have been complied with or paid to the satisfaction of the Agent.",,Pre-Disbursement (CP),Security,Non Financial - Affirmative,Statutory Documents,ROC Filing,PDC(1),ROC Filing,One Time,26/11/11,,,,,
Facility Agreement,"Sch 2, Part 1 (3)","(c)	A certificate of the Director of the Borrower confirming that the properties over which Security is created by way of Borrower Hypothecation and Borrower Mortgage are the absolute property of the Borrower and are free from any Security save for any Security permitted to be created by the Finance Documents or created for the benefit of the Finance Parties on execution of the Borrower Hypothecation and Borrower Mortgage.",,Pre-Disbursement (CP),Security,Non Financial - Affirmative,Management Confirmation,"Certificate by Authorized Officer, Clear Title Confirmation",PDC(1),Certificate from Authorized Officer,One Time,26/11/11,,,,,
Facility Agreement,"Sch 2, Part 1 (3)","(d)	A certificate of the chartered accountant or auditors (as may be acceptable to the Agent) of the Borrower confirming that there are no income tax proceedings pending against the Borrower.",,Pre-Disbursement (CP),Security,Non Financial - Affirmative,Certificate,CA Certificate,PDC(1),CA Certificate,One Time,26/11/11,,,,,
Facility Agreement,"Sch 2, Part 1 (3)","(e)	A title verification report and valuation report (in. form and substance satisfactory to the Agent) of the Borrower's immovable properties from a valuer acceptable to the agent.",,Pre-Disbursement (CP),Technical,Non Financial - Affirmative,Reports,"Title Search Report, Valuation Report",PDC(1),"Title Search Report, Valuation Report",One Time,26/11/11,,,,,
Facility Agreement,"Sch 2, Part 1 (4)","(e)	Demand Promissory Note for an amount equivalent to the Facility
(i)	An undated cheque duly signed by the Borrower for an amount equivalent to the Facility.",,Pre-Disbursement (CP),Legal,Financial - Informative,Legal Documents,DPN,PDC(1),DPN,One Time,26/11/11,,,,,
Facility Agreement,"Sch 2, Part 1 (4)","(f)	Letter of continuity in the form and manner specified by the Lender

(g)	Letter of set-off in the form and manner specified by the Lender

(h)	A copy of the Facility Letter duly accepted by the Borrower.
",,Pre-Disbursement (CP),Legal,Non Financial - Informative,Legal Documents,"Set off, Letter of Continuity",PDC(1),"Set off, Letter of Continuity",One Time,26/11/11,,,,,
Facility Agreement,"Sch 2, Part 2","1.	By no later than the date falling 30 days after each Utilisation Date, a chartered accountant's certificate (in form and substance satisfactory to the Agent) confirming the end use of the Utilisations.",,Post-Disbursement (CS),Financial,Financial -Affirmative,Certificate,End Use Certificate,,CA Certificate,Event Based,Utilisation Date,30,,,,
Facility Agreement,"Sch 2, Part 2","2.	By no later than the date falling 90 days after and including the Signing Date (which date may be further extended by a period 90 {ninety} days with the prior written approval of the Lenders, which approval shall not be unreasonably withheld), the Agent to be provided with a certified true copy of the letter from the Assessing Officer under the provisions of Section 281 of the Income Tax Act, 1961 of India granting permission for the creation of the Security proposed to be created or evidenced by the Borrower Hypothecation and Borrower Mortgage.",,Post-Disbursement (CS),Legal,Non Financial - Affirmative,Certificate,Any Other Certificate,,Any Other Certificate,One Time,26/11/11,180,,,,
Facility Agreement,"Sch 2, Part 2","3.	By no later than the date falling 90 days after and including the Signing Date (which date may be further extended by a period 90 {ninety} days with the prior written approval of the Lenders, which approval shall not be unreasonably withheld), amended Borrower Mortgage creating (i) a first ranking charge by way of mortgage in trust and for the benefit of the Lenders over the Additional Immovable Property of the Borrower together with buildings and structures thereon and all plant and machineries attached to the earth or permanently fastened to anything attached to the earth, from time to time, in order to maintain asset coverage of 2.0x at all times, corresponding to the Secured Obligations as also over any such property created out of the proceeds of the Facility and (ii) a subservient charge by way of mortgage in trust and for the benefit of the Lenders over the immovable properties more particularly specified in Schedule .7 attached hereto, together with buildings and structures thereon and all plant and machineries attached to the earth or permanently fastened to anything attached to the earth, for the benefit of the Finance Parties.",,Full Lifecycle,Security,Non Financial - Informative,Management Confirmation,Security Creation,,Official Documents,One Time,26/11/11,180,24/05/12,,,
Facility Agreement,"Sch 2, Part 2","3.	By no later than the date falling 90 days after and including the Signing Date (which date may be further extended by a period 90 {ninety} days with the prior written approval of the Lenders, which approval shall not be unreasonably withheld), amended Borrower Mortgage creating (i) a first ranking charge by way of mortgage in trust and for the benefit of the Lenders over the Additional Immovable Property of the Borrower together with buildings and structures thereon and all plant and machineries attached to the earth or permanently fastened to anything attached to the earth, from time to time, in order to maintain asset coverage of 2.0x at all times, corresponding to the Secured Obligations as also over any such property created out of the proceeds of the Facility and (ii) a subservient charge by way of mortgage in trust and for the benefit of the Lenders over the immovable properties more particularly specified in Schedule .7 attached hereto, together with buildings and structures thereon and all plant and machineries attached to the earth or permanently fastened to anything attached to the earth, for the benefit of the Finance Parties.",,Full Lifecycle,Financial,Financial - Informative,Ratios,Asset Coverage Ratio,,Financial Ratio Computations,One Time,26/11/11,180,24/05/12,2x,,
Facility Agreement,"Sch 2, Part 2","4.	By no later than the date falling 90 days after and including the Signing Date (which date may be further extended by a period 90 of {ninety} days with the prior written approval of the Lenders, which approval shall not be unreasonably withheld), evidence that all stamp, registration or similar taxes as set out in Clause 16.6 has been paid in respect of the amended Borrower Mortgage on or prior to the date of its execution.",,Post-Disbursement (CS),Legal,Non Financial - Affirmative,Management Confirmation,Compliance with Documents,,Official Documents,One Time,26/11/11,180,24/05/12,,,
Facility Agreement,"Sch 2, Part 2","5.	By no later than the date falling 90 days after and including the Signing Date (which date may be further extended by a period of 90 {ninety} days with the prior written approval of the Lenders, which approval shall not be unreasonably withheld), the Agent to be provided with evidence that all acts required to be done by the Borrower for perfection of the Security created or evidenced by each amended Borrower Mortgage for Additional Immovable Properties have been done, including without limitation a certified true copy of each of the duly completed e­ Forms 8 along with challans/receipts evidencing the filing with the Registrar of Companies, Maharashtra, recording the particulars of the Security created under or evidenced by the Borrower Mortgage.",,Post-Disbursement (CS),Security,Non Financial - Affirmative,Management Confirmation,"Applicable Laws, ROC Charge Filing, Security Creation, Charge",,Official Documents,One Time,26/11/11,180,24/05/12,,,
Facility Agreement,"Sch 2, Part 2","6.	By no later than 90 days from the date of this Agreement a copy of the Articles and Memorandum of Association of the Borrower effectuating the right of the Lenders to appoint 2 (two) nominee directors on the Board in the Event of Default.",,Post-Disbursement (CS),Legal,Non Financial - Event of Default,Statutory Documents,"MoA, AoA",,Official Documents,One Time,26/11/11,90,24/02/12,,,
Facility Agreement,"Sch 2, Part 2","7.	By no later than the date falling 90 days after and including the Signing Date (which date may be further extended by a period 90 {ninety} days with the prior written approval of the Lenders, which approval shall not be unreasonably withheld), a title verification report and valuation report (in form and substance satisfactory to the Agent) of the Borrower's immovable properties from a valuer acceptable to the Agent.",,Post-Disbursement (CS),Technical,Non Financial - Affirmative,Reports,"Title Search Report, Valuation Report",,"Title Search Report, Valuation Report",One Time,26/11/11,180,24/05/12,,,
Facility Agreement,"Sch 2, Part 2","9.	A certificate of an authorised signatory of the Borrower certifying that each document relating to it delivered under Part 1 of this Schedule 2 remains correct, complete and in full force and effect and each copy document relating to it specified in this Part 2 of this Schedule 2 is correct, complete and in full force and effect as at a date no earlier than the date of the latest Security Document",,Post-Disbursement (CS),Informative,Non Financial - Informative,Management Confirmation,Certificate by Authorized Officer,,Certificate from Authorized Officer,Event Based,Last Security Document Date,,NA,,,
Facility Agreement,20.1,"20.1.	Non-payment

The Borrower does not pay on the due date any amount payable pursuant to a Finance Document.",,Full Lifecycle,Financial,Financial - Informative,EoD,Payment,,Bank Statement,Event Based,,,,,,
Facility Agreement,20.2,"20.2.	Financial covenants

Any requirement of Clause 18 (Financial covenants) is not satisfied or if there is a breach or variance of financial ratios as aforesaid by more than 10 per cent for two consecutive testing dates.",,Full Lifecycle,Financial,Financial - Informative,EoD,Breach of Covenants,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.3,"20.3.	Other obligations

The Borrower does not comply with any provision of the Finance Documents (other than those referred to in Clause 20.1(Non-payment) and Clause 20.2 (Financial covenants).",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Breach Financing Documents,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.4,"20.4.	Misrepresentation

Any representation or statement made or deemed to be made by the Borrower in the Finance Documents or in connection with any Finance Document is or proves to have been incorrect or misleading in any material respect when made or deemed to be made.",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Misrepresentation,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.5,"20.5.	Insolvency

(a)	The Borrower is or is presumed or deemed to be unable or admits inability to pay its debts as they fall due, suspends making payments on any of its debts or, by reason of actual or anticipated financial difficulties, commences negotiations with one or more of its creditors with a view to rescheduling any of its indebtedness.

(b)	A moratorium is declared in respect of any indebtedness of the Borrower.",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Insolvency,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.6,"20.6.	Insolvency proceedings

Any corporate action, legal proceedings or other procedure or step is taken in relation to:

(a)	the suspension of payments, a moratorium of any indebtedness, winding-up, dissolution, administration, provisional supervision or reorganisation (by way of voluntary arrangement, scheme of arrangement or otherwise) of the Borrower;

(b)	a composition or arrangement with any creditor of the Borrower or an assignment for the benefit of creditors generally of the Borrower or a class of such creditors;

(c)	the appointment of a liquidator, receiver, administrator, administrative receiver, compulsory manager, provisional supervisor or other similar officer in respect of the Borrower or any of its assets;

(d)	enforcement of any Security over any assets of the Borrower;

or any analogous procedure or step is taken other than any such step which is frivolous or vexatious in nature and which is discharged or discontinued within 30 (thirty) days of commencement.",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Proceedings,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.7,"20.7.	Creditors' process

Any expropriation, attachment, sequestration, distress or execution affects any asset or assets of the Borrower and is not discharged within 30 (thirty) days.",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,"Attachment, Creditor, Expropriation",,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.8,"20.8.	Ownership of the Borrower

The Promoters cease to be the largest shareholder and in control of the management of the Borrower.",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Ownership,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.9,"20.9.	Unlawfulness

It is or becomes unlawful for the Borrower (as per the opinion of the Agent/Lenders in their discretion) to perform any of its obligations under the Finance Documents or the Agent/Lenders have reasonable grounds to believe that the Borrower may not be in a position to fulfil its obligations under the Agreement or for any change in law or otherwise it becomes unlJwful for the Borrower to fulfil its obligations under any of the Finance Documents.",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Unlawfulness,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.1,"20.10.	Repudiation

The Borrower repudiates a Finance Document or evidences an intention to repudiate a Finance Document.",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Repudiation,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.11,"20.11.	Finance Documents

The Borrower fails to comply with any of the obligations assumed by it under the Finance Documents.",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Breach Financing Documents,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.12,"20.12.	Transaction Security

(a)	At any time any of the Transaction Security is or becomes unlawful or is not, or ceases to be legal, valid, binding or enforceable or otherwise ceases to be effective.

(b)	At any time, any of the Transaction Security fails to have priority or is subject to any prior ranking or pari passu ranking Security other than what is permitted under the Finance Documents.

(c)	At any time, any attachment, distress, execution or other process against any of the Transaction Security is.enforced or levied upon;

(d)	At any time, any circumstance or event occurs which is prejudicial to or impairs or imperils or jeopardize or is likely to prejudice, impair, imperil, depreciate or jeopardize any Transaction Security or any part thereof or any event occurs which causes this Agreement or security documents or any related agreement to become ineffective;

(e)	At any time, without prior written consent of the  Agent, attempt or purport to create any charge, mortgage, pledge, hypothecation, lien or other encumbrance over the Borrower's property or any part thereof, which is or shall be the security for the repayment of the dues payable under this Agreement, the security documents or any other agreement executed in this regard except for securing any other obligations of the Borrower to the Agent;",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Security Deficiency,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.13,"20.13.	Cessation of business
The Borrower suspends or ceases to carry on all or a material part of its business",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Cease Operations,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.14,"20.14.	Material adverse change

Any event or circumstance occurs which might have a Material Adverse Effect.",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,MAE,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.15,"20.15.	RBl's wilful defaulter's list

The Borrower or any of its directors are included in the RBl's willful defaulters list.",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Defaulter's List,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.16,"20.16.	Adverse Order

If any of the Security Provider/Borrower's indebtedness towards any creditor exceeding an aggregate amount of INR 1 Crore or its equivalent as determined by the Lenders is not paid when due pursuant to any Court/tribunal order/decree/judgment to which there lies no appeal.",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Creditor,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.17,"20.17.	Deterioration of Assets

(i)	If there is any deterioration or impairment of the assets forming part of the Transaction Security or any part thereof or any decline or depreciation in the value or market price thereof (whether actual or reasonably anticipated), which causes the Transaction Security in the judgment of the Lenders to become unsatisfactory as to character or value and which is not covered cured within 7 (seven) working days as per clause 20.17 (b);

(ii)	If at any time the value of the Transaction Security falls so as to create a deficiency in the margin requirement specified by the Lender from time to time·or if there is an excess over the Loan, Borrower shall within 7 (seven) working days of notice from the Agent, either reduce the Loan without any pre-payment penalty or deposit with the Lenders additional Security in such form as may be acceptable to the Lenders, failing which the Agent or the Lenders may at their discretion sell, dispose off or realise any or all of the said securities without being liable for any loss or damage or diminution in value sustained thereby;",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Security Deficiency,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.18,"20.18.	Material Approval

The Borrower fails to obtain any material approval, authorization or fails to make.any necessary filing which is necessary for its business;",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Approval,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.19,"20.19.	Voluntary Winding-up

The Borrower for the purpose of amalgamation or reconstruction goes for voluntary winding up, except with prior written approval of the Agent;",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Winding up,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.2,"20.20.	Liabilities

It is certified by an Accountant of a Firm pf Chartered Accountants appointed by the Agent (which the Agent is entitled and hereby authorised to do so at any time) that the liabilities of the Borrower exceed the Borrower's assets or that the Borrower is carrying on business at a loss;",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Excess Liabilities,,Management confirmation(s),Event Based,,,,,,
Facility Agreement,20.21,"20.21.	Repayment

If any circumstance or event occurs which would or is likely to prejudicially or adversely affect in any manner the capacity of the Borrower to repay the Loan or any part thereof;",,Full Lifecycle,Informative,Non Financial - Event of Default,EoD,Others,,Management confirmation(s),Event Based,,,,,,
